세세분류명,KSIC,업종구분,EFIS
곡물 및 기타 식량 작물 재배업,01110,농림어업,1
채소작물 재배업,01121,농림어업,1
화훼작물 재배업,01122,농림어업,1
종자 및 묘목 생산업,01123,농림어업,1
과실작물 재배업,01131,농림어업,1
음료용 및 향신용 작물 재배업,01132,농림어업,1
기타 작물 재배업,01140,농림어업,1
콩나물 재배업,01151,농림어업,1
"채소, 화훼 및 과실작물 시설 재배업",01152,농림어업,1
기타 시설작물 재배업,01159,농림어업,1
젖소 사육업,01211,농림어업,1
육우 사육업,01212,농림어업,1
양돈업,01220,농림어업,1
양계업,01231,농림어업,1
기타 가금류 및 조류 사육업,01239,농림어업,1
말 및 양 사육업,01291,농림어업,1
그 외 기타 축산업,01299,농림어업,1
작물재배 및 축산 복합농업,01300,농림어업,1
작물재배 지원 서비스업,01411,농림어업,1
"농산물 건조, 선별 및 기타 수확 후 서비스업",01412,농림어업,1
축산 관련 서비스업,01420,농림어업,1
수렵 및 관련 서비스업,01500,농림어업,1
임업용 종묘 생산업,02011,농림어업,1
육림업,02012,농림어업,1
벌목업,02020,농림어업,1
임산물 채취업,02030,농림어업,1
임업 관련 서비스업,02040,농림어업,1
원양 어업,03111,농림어업,1
연근해 어업,03112,농림어업,1
내수면 어업,03120,농림어업,1
해수면 양식 어업,03211,농림어업,1
내수면 양식 어업,03212,농림어업,1
수산물 부화 및 수산종자 생산업,03213,농림어업,1
어업 관련 서비스업,03220,농림어업,1
석탄 광업,05100,광업,2
원유 및 천연가스 채굴업,05200,광업,2
철 광업,06100,광업,2
비철금속 광업,06200,광업,2
석회석 및 점토광업,07110,광업,2
건설용 석재 채굴 및 쇄석 생산업,07121,광업,2
모래 및 자갈 채취업,07122,광업,2
화학용 및 비료원료용 광물 광업,07210,광업,2
천일염 생산 및 암염 채취업,07220,광업,2
그 외 기타 비금속 광물 광업,07290,광업,2
광업 지원 서비스업,08000,광업,2
육류 도축업(가금류 제외),10111,음식료,3
가금류 도축업,10112,음식료,3
가금류 가공 및 저장 처리업,10121,음식료,3
육류 포장육 및 냉동육 가공업(가금류 제외),10122,음식료,3
육류 기타 가공 및 저장처리업(가금류 제외),10129,음식료,3
"수산동물 훈제, 조리 및 유사 조제식품 제조업",10211,음식료,3
수산동물 건조 및 염장품 제조업,10212,음식료,3
수산동물 냉동품 제조업,10213,음식료,3
기타 수산동물 가공 및 저장처리업,10219,음식료,3
수산식물 가공 및 저장 처리업,10220,음식료,3
김치류 제조업,10301,음식료,3
과실 및 그 외 채소 절임식품 제조업,10302,음식료,3
기타 과실ㆍ채소 가공 및 저장처리업,10309,음식료,3
동물성 유지 제조업,10401,음식료,3
식물성 유지 제조업,10402,음식료,3
식용 정제유 및 가공유 제조업,10403,음식료,3
액상시유 및 기타 낙농제품 제조업,10501,음식료,3
아이스크림 및 기타 식용빙과류 제조업,10502,음식료,3
곡물 도정업,10611,음식료,3
곡물 제분업,10612,음식료,3
곡물 혼합 분말 및 반죽 제조업,10613,음식료,3
기타 곡물 가공품 제조업,10619,음식료,3
전분제품 및 당류 제조업,10620,음식료,3
떡류 제조업,10711,음식료,3
빵류 제조업,10712,음식료,3
과자류 및 코코아 제품 제조업,10713,음식료,3
설탕 제조업,10720,음식료,3
"면류, 마카로니 및 유사식품 제조업",10730,음식료,3
"식초, 발효 및 화학 조미료 제조업",10741,음식료,3
천연 및 혼합조제 조미료 제조업,10742,음식료,3
장류 제조업,10743,음식료,3
기타 식품 첨가물 제조업,10749,음식료,3
도시락류 제조업,10751,음식료,3
기타 식사용 가공처리 조리식품 제조업,10759,음식료,3
커피 가공업,10791,음식료,3
차류 가공업,10792,음식료,3
수프 및 균질화 식품 제조업,10793,음식료,3
두부 및 유사식품 제조업,10794,음식료,3
인삼식품 제조업,10795,음식료,3
건강보조용 액화식품 제조업,10796,음식료,3
건강 기능식품 제조업,10797,음식료,3
그 외 기타 식료품 제조업,10799,음식료,3
배합사료 제조업,10801,음식료,3
단미사료 및 기타 사료 제조업,10802,음식료,3
탁주 및 약주 제조업,11111,음식료,3
맥아 및 맥주 제조업,11112,음식료,3
기타 발효주 제조업,11119,음식료,3
주정 제조업,11121,음식료,3
소주 제조업,11122,음식료,3
기타 증류주 및 합성주 제조업,11129,음식료,3
얼음 제조업,11201,음식료,3
생수 생산업,11202,음식료,3
기타 비알코올 음료 제조업,11209,음식료,3
담배제품 제조업,12000,음식료,3
면 방적업,13101,섬유,4
모 방적업,13102,섬유,4
화학섬유 방적업,13103,섬유,4
연사 및 가공사 제조업,13104,섬유,4
기타 방적업,13109,섬유,4
면직물 직조업,13211,섬유,4
모직물 직조업,13212,섬유,4
화학섬유 직물직조업,13213,섬유,4
특수직물 및 기타 직물 직조업,13219,섬유,4
침구 및 관련제품 제조업,13221,섬유,4
자수제품 및 자수용 재료 제조업,13222,섬유,4
커튼 및 유사제품 제조업,13223,섬유,4
"천막, 텐트 및 유사 제품 제조업",13224,섬유,4
직물포대 제조업,13225,섬유,4
기타 직물제품 제조업,13229,섬유,4
편조원단 제조업,13300,섬유,4
솜 및 실 염색가공업,13401,섬유,4
"직물, 편조원단 및 의복류 염색 가공업",13402,섬유,4
날염 가공업,13403,섬유,4
섬유제품 기타 정리 및 마무리 가공업,13409,섬유,4
"카펫, 마루덮개 및 유사제품 제조업",13910,섬유,4
끈 및 로프 제조업,13921,섬유,4
어망 및 기타 끈가공품 제조업,13922,섬유,4
세폭직물 제조업,13991,섬유,4
부직포 및 펠트 제조업,13992,섬유,4
특수사 및 코드직물 제조업,13993,섬유,4
표면처리 및 적층 직물 제조업,13994,섬유,4
그 외 기타 분류 안된 섬유제품 제조업,13999,섬유,4
남자용 겉옷 제조업,14111,의류,5
여자용 겉옷 제조업,14112,의류,5
속옷 및 잠옷 제조업,14120,의류,5
한복 제조업,14130,의류,5
셔츠 및 블라우스 제조업,14191,의류,5
"근무복, 작업복 및 유사의복 제조업",14192,의류,5
가죽의복 제조업,14193,의류,5
유아용 의복 제조업,14194,의류,5
그 외 기타 봉제의복 제조업,14199,의류,5
모피제품 제조업,14200,의류,5
편조의복 제조업,14300,의류,5
스타킹 및 기타 양말 제조업,14411,의류,5
기타 편조의복 액세서리 제조업,14419,의류,5
모자 제조업,14491,의류,5
그 외 기타 의복 액세서리 제조업,14499,의류,5
모피 및 가죽 제조업,15110,가죽신발,6
핸드백 및 지갑 제조업,15121,가죽신발,6
가방 및 기타 보호용 케이스 제조업,15129,가죽신발,6
기타 가죽제품 제조업,15190,가죽신발,6
구두류 제조업,15211,가죽신발,6
기타 신발 제조업,15219,가죽신발,6
신발 부분품 제조업,15220,가죽신발,6
일반 제재업,16101,목재,7
표면가공 목재 및 특정 목적용 제재목 제조업,16102,목재,7
"목재 보존, 방부처리, 도장 및 유사 처리업",16103,목재,7
"박판, 합판 및 유사 적층판 제조업",16211,목재,7
강화 및 재생 목재 제조업,16212,목재,7
목재문 및 관련제품 제조업,16221,목재,7
기타 건축용 나무제품 제조업,16229,목재,7
목재 깔판류 및 기타 적재판 제조업,16231,목재,7
"목재 포장용 상자, 드럼 및 유사용기 제조업",16232,목재,7
목재 도구 및 주방용 나무제품 제조업,16291,목재,7
장식용 목제품 제조업,16292,목재,7
그 외 기타 나무제품 제조업,16299,목재,7
코르크 및 조물제품 제조업,16300,목재,7
펄프 제조업,17110,제지,8
신문용지 제조업,17121,제지,8
인쇄용 및 필기용 원지 제조업,17122,제지,8
크라프트지 및 상자용 판지 제조업,17123,제지,8
"적층, 합성 및 특수 표면처리 종이 제조업",17124,제지,8
위생용 원지 제조업,17125,제지,8
기타 종이 및 판지 제조업,17129,제지,8
골판지 제조업,17211,제지,8
골판지 상자 및 가공제품 제조업,17212,제지,8
종이 포대 및 가방 제조업,17221,제지,8
판지 상자 및 용기 제조업,17222,제지,8
식품 위생용 종이 상자 및 용기 제조업,17223,제지,8
기타 종이 상자 및 용기 제조업,17229,제지,8
문구용 종이제품 제조업,17901,제지,8
위생용 종이제품 제조업,17902,제지,8
벽지 및 장판지 제조업,17903,제지,8
그 외 기타 종이 및 판지 제품 제조업,17909,제지,8
경 인쇄업,18111,인쇄,9
스크린 인쇄업,18112,인쇄,9
오프셋 인쇄업,18113,인쇄,9
기타 인쇄업,18119,인쇄,9
제판 및 조판업,18121,인쇄,9
제책업,18122,인쇄,9
기타 인쇄관련 산업,18129,인쇄,9
기록매체 복제업,18200,인쇄,9
코크스 및 관련 제품 제조업,19101,기타 제조업,10
연탄 및 기타 석탄 가공품 제조업,19102,기타 제조업,10
원유 정제처리업,19210,석유정제,11
윤활유 및 그리스 제조업,19221,석유정제,11
기타 석유 정제물 재처리업,19229,석유정제,11
석유화학계 기초 화학 물질 제조업,20111,석유화학,12
천연수지 및 나무 화학물질 제조업,20112,석유화학,12
석탄화학계 화합물 및 기타 기초 유기 화학 물질 제조업,20119,석유화학,12
산업용 가스 제조업,20121,석유화학,12
기타 기초 무기 화학물질 제조업,20129,석유화학,12
무기안료용 금속 산화물 및 관련 제품 제조업,20131,석유화학,12
"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",20132,석유화학,12
합성고무 제조업,20201,석유화학,12
합성수지 및 기타 플라스틱 물질 제조업,20202,석유화학,12
혼성 및 재생 플라스틱 소재 물질 제조업,20203,석유화학,12
"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",20311,정밀화학,13
복합비료 및 기타 화학비료 제조업,20312,정밀화학,13
유기질 비료 및 상토 제조업,20313,정밀화학,13
화학 살균ㆍ살충제 및 농업용 약제 제조업,20321,정밀화학,13
생물 살균ㆍ살충제 및 식물보호제 제조업,20322,정밀화학,13
일반용 도료 및 관련 제품 제조업,20411,정밀화학,13
요업용 도포제 및 관련 제품 제조업,20412,정밀화학,13
인쇄잉크 및 회화용 물감 제조업,20413,정밀화학,13
계면활성제 제조업,20421,정밀화학,13
"치약, 비누 및 기타 세제 제조업",20422,정밀화학,13
화장품 제조업,20423,정밀화학,13
표면광택제 및 실내가향제 제조업,20424,정밀화학,13
감광재료 및 관련 화학제품 제조업,20491,정밀화학,13
가공 및 정제염 제조업,20492,정밀화학,13
접착제 및 젤라틴 제조업,20493,정밀화학,13
화약 및 불꽃제품 제조업,20494,정밀화학,13
바이오 연료 및 혼합물 제조업,20495,정밀화학,13
그 외 기타 분류 안된 화학제품 제조업,20499,정밀화학,13
합성섬유 제조업,20501,섬유,4
재생섬유 제조업,20502,섬유,4
의약용 화합물 및 항생물질 제조업,21101,의약,14
생물학적 제제 제조업,21102,의약,14
완제 의약품 제조업,21210,의약,14
한의약품 제조업,21220,의약,14
동물용 의약품 제조업,21230,의약,14
의료용품 및 기타 의약 관련제품 제조업,21300,의약,14
타이어 및 튜브 제조업,22111,타이어,15
타이어 재생업,22112,타이어,15
고무패킹류 제조업,22191,고무,16
산업용 그 외 비경화 고무제품 제조업,22192,고무,16
고무의류 및 기타 위생용 비경화 고무제품 제조업,22193,고무,16
그 외 기타 고무제품 제조업,22199,고무,16
"플라스틱 선, 봉, 관 및 호스 제조업",22211,플라스틱,17
플라스틱 필름 제조업,22212,플라스틱,17
플라스틱 시트 및 판 제조업,22213,플라스틱,17
플라스틱 합성피혁 제조업,22214,플라스틱,17
벽 및 바닥 피복용 플라스틱제품 제조업,22221,플라스틱,17
설치용 및 위생용 플라스틱제품 제조업,22222,플라스틱,17
플라스틱 창호 제조업,22223,플라스틱,17
기타 건축용 플라스틱 조립제품 제조업,22229,플라스틱,17
"플라스틱 포대, 봉투 및 유사제품 제조업",22231,플라스틱,17
포장용 플라스틱 성형용기 제조업,22232,플라스틱,17
운송장비 조립용 플라스틱제품 제조업,22241,플라스틱,17
기타 기계·장비 조립용 플라스틱제품 제조업,22249,플라스틱,17
폴리스티렌 발포 성형제품 제조업,22251,플라스틱,17
기타 플라스틱 발포 성형제품 제조업,22259,플라스틱,17
플라스틱 접착처리 제품 제조업,22291,플라스틱,17
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,플라스틱,17
그 외 기타 플라스틱 제품 제조업,22299,플라스틱,17
판유리 제조업,23111,유리,18
안전유리 제조업,23112,유리,18
기타 판유리 가공품 제조업,23119,유리,18
"1차 유리제품, 유리섬유 및 광학용 유리 제조업",23121,유리,18
디스플레이 장치용 유리 제조업,23122,유리,18
기타 산업용 유리제품 제조업,23129,유리,18
가정용 유리제품 제조업,23191,유리,18
포장용 유리용기 제조업,23192,유리,18
그 외 기타 유리제품 제조업,23199,유리,18
정형 내화 요업제품 제조업,23211,세라믹,19
부정형 내화 요업제품 제조업,23212,세라믹,19
가정용 및 장식용 도자기 제조업,23221,세라믹,19
위생용 및 산업용 도자기 제조업,23222,세라믹,19
기타 일반 도자기 제조업,23229,세라믹,19
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",23231,세라믹,19
타일 및 유사 비내화 요업제품 제조업,23232,세라믹,19
기타 건축용 비내화 요업제품 제조업,23239,세라믹,19
시멘트 제조업,23311,시멘트,20
석회 및 플라스터 제조업,23312,시멘트,20
비내화 모르타르 제조업,23321,시멘트,20
레미콘 제조업,23322,시멘트,20
플라스터 혼합 제품 제조업,23323,시멘트,20
"콘크리트 타일, 기와, 벽돌 및 블록 제조업",23324,시멘트,20
콘크리트 관 및 기타 구조용 콘크리트제품 제조업,23325,시멘트,20
그 외 기타 콘크리트 제품 및 유사제품 제조업,23329,시멘트,20
건설용 석제품 제조업,23911,기타 비금속,21
기타 석제품 제조업,23919,기타 비금속,21
아스팔트 콘크리트 및 혼합제품 제조업,23991,기타 비금속,21
연마재 제조업,23992,기타 비금속,21
비금속광물 분쇄물 생산업,23993,기타 비금속,21
암면 및 유사제품 제조업,23994,기타 비금속,21
탄소섬유 제조업,23995,기타 비금속,21
그 외 기타 분류 안된 비금속 광물제품 제조업,23999,기타 비금속,21
제철업,24111,철강,22
제강업,24112,철강,22
합금철 제조업,24113,철강,22
기타 제철 및 제강업,24119,철강,22
열간 압연 및 압출 제품 제조업,24121,철강,22
냉간 압연 및 압출 제품 제조업,24122,철강,22
철강선 제조업,24123,철강,22
주철관 제조업,24131,철강,22
강관 제조업,24132,철강,22
강관 가공품 및 관연결구류 제조업,24133,철강,22
"도금, 착색 및 기타 표면처리 강재 제조업",24191,철강,22
그 외 기타 1차 철강 제조업,24199,철강,22
"동 제련, 정련 및 합금 제조업",24211,비철금속,23
"알루미늄 제련, 정련 및 합금 제조업",24212,비철금속,23
"연 및 아연 제련, 정련 및 합금 제조업",24213,비철금속,23
"기타 비철금속 제련, 정련 및 합금 제조업",24219,비철금속,23
"동 압연, 압출 및 연신제품 제조업",24221,비철금속,23
"알루미늄 압연, 압출 및 연신제품 제조업",24222,비철금속,23
"기타 비철금속 압연, 압출 및 연신제품 제조업",24229,비철금속,23
기타 1차 비철금속 제조업,24290,비철금속,23
선철주물 주조업,24311,주조,24
강주물 주조업,24312,주조,24
알루미늄주물 주조업,24321,주조,24
동주물 주조업,24322,주조,24
기타 비철금속 주조업,24329,주조,24
"금속 문, 창, 셔터 및 관련 제품 제조업",25111,조립금속,25
구조용 금속 판제품 및 공작물 제조업,25112,조립금속,25
육상 금속 골조 구조재 제조업,25113,조립금속,25
수상 금속 골조 구조재 제조업,25114,조립금속,25
기타 구조용 금속제품 제조업,25119,조립금속,25
산업용 난방보일러 및 방열기 제조업,25121,조립금속,25
금속탱크 및 저장용기 제조업,25122,조립금속,25
압축 및 액화 가스용기 제조업,25123,조립금속,25
핵반응기 및 증기보일러 제조업,25130,조립금속,25
무기 및 총포탄 제조업,25200,조립금속,25
분말야금제품 제조업,25911,조립금속,25
금속단조제품 제조업,25912,조립금속,25
자동차용 금속 압형제품 제조업,25913,조립금속,25
그 외 금속 압형제품 제조업,25914,조립금속,25
금속 열처리업,25921,조립금속,25
도금업,25922,조립금속,25
도장 및 기타 피막처리업,25923,조립금속,25
절삭가공 및 유사 처리업,25924,조립금속,25
그 외 기타 금속가공업,25929,조립금속,25
날붙이 제조업,25931,조립금속,25
일반철물 제조업,25932,조립금속,25
비동력식 수공구 제조업,25933,조립금속,25
톱 및 호환성공구 제조업,25934,조립금속,25
볼트 및 너트류 제조업,25941,조립금속,25
그 외 금속파스너 및 나사제품 제조업,25942,조립금속,25
금속 스프링 제조업,25943,조립금속,25
금속선 가공제품 제조업,25944,조립금속,25
금속캔 및 기타 포장용기 제조업,25991,조립금속,25
수동식 식품 가공기기 및 금속 주방용기 제조업,25992,조립금속,25
금속 위생용품 제조업,25993,조립금속,25
금속 표시판 제조업,25994,조립금속,25
피복 및 충전 용접봉 제조업,25995,조립금속,25
그 외 기타 분류 안된 금속 가공제품 제조업,25999,조립금속,25
메모리용 전자집적회로 제조업,26111,반도체,26
비메모리용 및 기타 전자집적회로 제조업,26112,반도체,26
발광 다이오드 제조업,26121,반도체,26
기타 반도체소자 제조업,26129,반도체,26
액정 표시장치 제조업,26211,디스플레이,27
유기발광 표시장치 제조업,26212,디스플레이,27
기타 표시장치 제조업,26219,디스플레이,27
인쇄회로기판용 적층판 제조업,26221,기타 전자부품,28
경성 인쇄회로기판 제조업,26222,기타 전자부품,28
연성 및 기타 인쇄회로기판 제조업,26223,기타 전자부품,28
전자부품 실장기판 제조업,26224,기타 전자부품,28
전자축전기 제조업,26291,기타 전자부품,28
전자저항기 제조업,26292,기타 전자부품,28
전자카드 제조업,26293,기타 전자부품,28
"전자코일, 변성기 및 기타 전자유도자 제조업",26294,기타 전자부품,28
전자감지장치 제조업,26295,기타 전자부품,28
그 외 기타 전자부품 제조업,26299,기타 전자부품,28
컴퓨터 제조업,26310,컴퓨터,29
기억장치 제조업,26321,컴퓨터,29
컴퓨터 모니터 제조업,26322,컴퓨터,29
컴퓨터 프린터 제조업,26323,컴퓨터,29
기타 주변기기 제조업,26329,컴퓨터,29
유선 통신장비 제조업,26410,통신기기,30
방송장비 제조업,26421,통신기기,30
이동전화기 제조업,26422,통신기기,30
기타 무선 통신장비 제조업,26429,통신기기,30
텔레비전 제조업,26511,가전,31
비디오 및 기타 영상기기 제조업,26519,가전,31
"라디오, 녹음 및 재생 기기 제조업",26521,가전,31
기타 음향기기 제조업,26529,가전,31
마그네틱 및 광학 매체 제조업,26600,가전,31
방사선 장치 제조업,27111,정밀기기,32
전기식 진단 및 요법 기기 제조업,27112,정밀기기,32
치과용 기기 제조업,27191,정밀기기,32
정형외과용 및 신체 보정용 기기 제조업,27192,정밀기기,32
안경 및 안경렌즈 제조업,27193,정밀기기,32
의료용 가구 제조업,27194,정밀기기,32
그 외 기타 의료용 기기 제조업,27199,정밀기기,32
"레이더, 항행용 무선기기 및 측량기구 제조업",27211,정밀기기,32
"전자기 측정, 시험 및 분석기구 제조업",27212,정밀기기,32
"물질 검사, 측정 및 분석기구 제조업",27213,정밀기기,32
속도계 및 적산계기 제조업,27214,정밀기기,32
기기용 자동측정 및 제어장치 제조업,27215,정밀기기,32
산업처리공정 제어장비 제조업,27216,정밀기기,32
"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",27219,정밀기기,32
광학렌즈 및 광학요소 제조업,27301,정밀기기,32
"사진기, 영사기 및 관련 장비 제조업",27302,정밀기기,32
기타 광학기기 제조업,27309,정밀기기,32
시계 및 시계부품 제조업,27400,정밀기기,32
전동기 및 발전기 제조업,28111,전기기기,33
변압기 제조업,28112,전기기기,33
방전램프용 안정기 제조업,28113,전기기기,33
에너지 저장장치 제조업,28114,전기기기,33
기타 전기변환장치 제조업,28119,전기기기,33
"전기회로 개폐, 보호장치 제조업",28121,전기기기,33
